review,sentiment
"1st watched 11/7/2002 - 2 out of 10(Dir-John Bianco): Pretty lame gangster movie about a Godfather-like family in Brooklyn who like to say four-letter words a lot and kill people. The only thing of interest here was their attempt to show the feds being a lot like the gang. This is the only attempt at good film-making. The rest of the movie was predictable, and cheaply-made. The quality of the photography on some of the scenes inside bars and floozy joints almost made you think there was a problem with your DVD player because of the bad contrasts and some of the actors were hard to hear at times because of the bad sound. The acting was pretty-much characatures of all your favorite gangsters from better movies with corny names like Vinnie `Knuckles' and Jimmie `Tattoos', and the plot pretty much followed those patterns as well. So, go see a better gangster movie before you put your money out for this one.",negative
"1st watched 12/24/2009  4 out of 10 (Dir-Robert Ellis Miller): Emotional Christmas fluff that doesn't really get specific enough to explain how the real story happened in this factual-based incident of a man who is wrongly put in jail trying to get a job for his family to make Christmas happen for them. The three kids in the family then run away from home on a trek to Washington D.C. to enlist the then President of the United States, Herbert Hoover. This trek provides some side stories like their positive encounters with a hobo and a puppeteer, which makes the story kind of like a Disney ""animals on the run"" movie and doesn't quite fit here. At the ending, there isn't any details given as to how the President helped the family and this is another downpoint to the movie, in my opinion. The movie does eventually bring tears, but it takes too long to get to this. The movie isn't supposed to have been an original TV movie(according to IMDb) but it has the obvious fade-outs that make it look this way  so I'm not sure their information is accurate. All in all, this is a simple movie(that could have been more complex) with a happy Christmas-like story but blandly played and without a lot of substance.",negative
"1st watched 12/26/2008 -(Dir-Eugene Levy): Corny comedy murder mystery with very few laughs. The movie appears to be based on an earlier Italian movie according to the credits but was re-written by two fairly popular American romantic comedy writers. But this one by Charles Shyer & Nancy Meyers does not cut it compared to their other efforts. The story is about a couple of down-and-out traveling Americans, played by Richard Lewis and Sean Young, who stumble upon a lost dog and hope to make a fortune in reward money after seeing an ad in the paper for the dachsund's return. Upon trying to return it, they see a hand sticking out of a garage door at the lady's residence that they believe is attached to the rest of the dead body of the woman who is supposed to give them the money. They freak out and instead of contacting the police and telling them the truth they make out like runaways from the scene expecting to be framed for the murder. The other characters in the film are met on a train prior to this and hang around a Monte Carlo gambling resort doing various things to be pulled into the story. The other cast members include character actors John Candy, James Belushi, Cybill Shepherd, George Hamilton and others. After the police find out about the death, they start questioning the main characters and, of course, they have to work thru their goofy lies to figure out what really happened. None of the character actors mentioned earlier can bring this movie out of it's mediocre state despite some funny moments mostly provided by the Belushi/Shepherd couple. This isn't a horrible movie, it just isn't that good. There are plenty of average movies out there and this is just another one for the pile. Try it, maybe you'll like it, probably you won't.",negative
"1st watched 12/6/2009 - 4 out of 10 (Dir-Walter Lang): Disappointing musical from a character development standpoint, in my opinion, from this much-heralded Rodgers and Hammerstein piece. There a couple of good songs and a decent comical portrayal, at times, of the King of Siam by Yul Brynner -- but the movie doesn't really do a good job of presenting the situation and the settings. I can only blame the screenplay and possibly some of the acting as to why we don't fully understand the character's and their situations. I know it might be a little too much to ask of a musical meant for the enjoyment of the songs and the dancing, but even this part didn't stand out a lot for me. The basic storyline is about an English woman coming to Siam to teach the children about upscale European things. We find out later that the King is actually the biggest pupil. There is a side forbidden romance between the King's newest wife, played by Rita Moreno(a latino as an Arab--come on!!) and a former lover that causes some complications but nothing really mesmerizing added though. Deborah Kerr, as the main female character Annie -- is OK but not that convincing either. The King learns some things because of her presence and then the movie fades away as he does. This is really a miniscule story with some songs and dancing but not that great of an experience for a viewer really.",negative
"1st watched 12/7/2002 - 3 out of 10(Dir-Steve Purcell): Typical Mary Kate & Ashley fare with a few more kisses. It looks to me like the girls are getting pretty tired of this stuff and it will be interesting what happens to them if they ever decide to split up and go there own ways. In this episode of their adventures they are interns in Rome for a `fashion' designer who puts them right into the mailroom to learn what working hard is all about(I guess..). Besides the typical flirtations with boys there is nothing much else except the Rome scenario until about ¾ way into the movie when it's finally revealed why they are getting fired, then re-hired, then fired again, then re-hired again. This is definetly made by people who don't understand the corporate world and it shows in their interpretation of it. Maybe the real world will be their next adventure(if there is one.). Even my kids didn't seem to care for this boring `adventure' in the make-believe. Let's see they probably only have a couple of years till their legal adults. We'll see what happens then.",negative
"1st watched 2/16/2002 - 4 out of 10(Dir-Arne Glimcher): Mystery??/Thriller with too many ridiculous plot twists. Despite the very talented cast this movie is way too predictable and just downright under-estimates it's audience. The movie-going public is not stupid and I hope will not keep filling certain stars pockets again and again despite what they are involved with. We think that this movie is going to be about something with Connery's conviction against capitol punishment in the beginning but it turns out to be nothing but a standard, contrived for the audience's sake, run of the mill, let's never get it over with, thriller. We are pulled into every silly switch in character, as they are portrayed to us when it's needed in the story, and we're ready for this thing to be over way before it ends. Yes there is some good acting here, especially from Blair Underwood, Fishburne, and Ed Harris in a psycho-supporting role but the story does not work from almost the beginning to the very long-awaited end.",negative
"1st watched 2/18/2007 - 4 out of 10(Dir-Leon Leonard): Fair adventure movie based on a novel by the author of Moby Dick fame, Herman Melville. This movie is about the captain of a ship who had stolen the eyes(that were extremely rare black pearls) from a native tribe's God sculpture and hidden them somewhere that only he knew about before leaving the Island of Tivi. He got very sick and was on a secret voyage to go back to the island to retrieve the pearls for himself while others(like his daughter) thought that he was going back to be treated by the local medicine man. Others didn't know the reason for the voyage. A stowaway actually knew the real reason for the trip -- to return the eyes to their God. The silly part is that the pearls were hidden very close to the statue and all this time the natives ran their tribe without their God having eyes(causing them all kinds of problems). Along the way, we are treated(for some reason) to a short underwater nature show with an electric eel fighting a local octopus(I guess only Herman Melville knows what this was all about). Once they get to the island, the Captain dies but passes the whereabouts of the pearls to his daughter but she also gets the sickness curse as well. One of the bad guys finds out where the God is housed and convinces the daughter to go there and steal back the pearls but at this point the good guys find out what's going on and a fight ensues. I won't tell you the results of the fight or the ending, I'll leave that up to you to find out if you want. As I said earlier, the movie was OK, but some very silly things that I've already mentioned lessened it's impact. I wonder if that new ""Pirates of the Caribbean"" got some of it's plot from this one ---hmm black pearls, a curse( I wonder) Well, it doesn't matter, those elements didn't make for a very good movie in this case or the other. It seems they would learn they're lesson, but with the money rolling in on that newer movie I'm sure they won't. Oh well.",negative
"1st watched 2/2/2003 - 4 out of 10(Dir-Jim Kammerud & Brian Smith): Drab and un-spectacular supposed sequel to the original classic animated `101 Dalmatians.' Yes, the movie continues where it ended in the first one, but the problem is that it plays out much like the original. One of the great things about the original was the pacing of the story, which this one doesn't have. The animation is also very un-spectacular for Disney and all we get is the same characters going thru the same kind of story all over again. When is Disney going to stop boring us with sequels and re-do's etc.. etc. Probably when we stop renting or buying this mediocre fare that they have put out.",negative
"1st watched 2/25/2002 - 4 out of 10(Dir-George P. Cosmatos): Predictable action thriller where any frequent movie goer could guess what was coming next. Charlie Sheen is the good old boy to the President who just happens to be not liked by the rest of the presidential staff. Of course, he gets involved in a situation where he's framed over and over again and he has one friend in the White House, played by Sutherland, who naturally doesn't stay that way for very long. His other friend is a reporter played by Linda Hamilton(who has very little to do or say in this meaningless role), and of course his biggest and bestest friend is the President himself(Sam Waterston) who stays his pal till the end despite everyone else being killed around him. Brainless yet action-packed meaningless trife despite loads and loads of acting talent(all pretty much wasted.)",negative
"1st watched 2/28/2006 - 4 out of 10(Dir-Sydney Pollack):-DVD version I watched titled ""3 Days of the Condor""- So so CIA drama full of laid-back performances making for a very laid-back movie. The premise of the story revolves around 7 out of 8 members of a CIA research group being killed with Robert Redford's character, codename = Condor, being the one that was left. Who killed them and why? That's what Redford tries to find out while trying to not be the 8th victim at the same time. Along the way, he gets Faye Dunaway's character involved involved, originally because he needs a place to hide, and then she eventually helps him out after a little lovey-dovey time. This is one of a handful of innocent guy on the run stories but this one doesn't have a lot of suspense. The flat performances don't help and the finish doesn't seal the deal for the audience enough either. Despite having a good director in Sydney Pollack and a group of classic performers, the story and the performances are not what they should be and therefore the movie is not what it should be.",negative
"1st watched 2/9/2008, 4 out of 10(Dir-J.S. Cardone): Sexual political thriller that doesn't really succeed in any of these areas very well except early on where there are some interesting soft-core scenes. The movie starts off portraying a couple exploring their sexual fantasies amidst their work environments or wherever and whatever suits their fancy. The couple takes an excursion to a retreat and bathhouse where they run into a woman that's willing to be a part of a three-some and fulfill some of their fantasies. At this point, we only know that this couple is well off but we don't know until they return that the fiancé is part of a well-to-do political family. The man hopes to be on the rise to the point of possibly getting a congressional seat after the marriage. They then receive a package in the mail from an anonymous source with explicit pictures of their encounter at the bath house and their qwest begins as to how and why they were filmed, who sent the package, what they want, and how to clear their names before any of this gets out. This qwest becomes an obsession that leads them deeper into seedier worlds and takes a lot of their time, to the point where their friends & family wonder what they're doing all day and why they look rundown all the time. This movie is interesting at times but drifts into ridiculousness as they personally seek out the problem instead of getting the police involved early on because of their pride. This mistake, of course, keeps the movie going. The performances are fine despite the no-name cast but the lunacy of the situation overrides and the movie starts to become ho-hum about ½ the way through. And of course, they throw in a twist at the end that defies and challenges everything that happened prior(as is the norm these days when they don't know what else to do to spice up the movie). This doesn't help this movie one bit, though.",negative
"1st watched 3/17/2002 - 2 out of 10(Dir-Mario Pinzauti): Silly, sex-filled master & slave having too many intimate relations movie. This movie seemed to care more about the sex than the story and kind of worked the story around the sex. Laughable dubbing of the original Italian language in the version I watched with ridiculous ending where the attempt is made to give an anti-slave statement(or should I say one line). What a waste of time for everyone who watches this trash.",negative
"1st watched 4/29/2007 - 4 out of 10(Dir-Mick Garris): Campy vampire-like Stephen King movie has so many strange and goofy elements that you start laughing over the extreme weirdness about 3/4 the way into the movie and you wonder if this movie might have a cult following for King fans. It's the story of a mother and son who are sleepwalkers(a shape-shifting feline-like, flesh eating, life needing, near extinct breed of humanoid) who move from town to town searching for virgins to feed on to keep themselves alive. They come across as pretty normal upper-class folk except they are secret lovers and cats hang around the outside of their home, day and night. Cats are deadly to them, so they set traps in their yard to try and keep the population down. We get to see them break a couple of their necks when they attack(which is also a first in my movie-going experience) --- hopefully no real cats were harmed in the making of the film. The boy is after a sweet girl that he has a crush on until he turns into a ""sleepwalker"" and then he just wants her body. There is so much campy uniqueness to this movie that it might have been better if it was an all-out satirical comedy on suburban life, but the director instead tries to scare you every couple minutes until you wish he'd just get over it and bring out the gore. Eventually that happens and the movie winds down to it's typical Stephen King downbeat ending. The movie is interesting because King's humor comes thru more than usual but his weirdness is also very present and what you have is a movie that his fans will probably like and should have in their collection, but as a worthwhile movie experience it really doesn't cut it.",negative
"1st watched 4/30/2009 - 4 out of 10 (Dir-John Waters): Corny Waters-like comedy musical with some funny scenes and good parts but it didn't make a whole worthwhile experience. John Waters directed this music-filled spoof of the fifties scene with Johnny Depp playing the title role. This movie is very similar with what he did with the 60's spoof entitled ""Hairspray"" but this one is not as effective. Some of the tunes are catchy, some of the characters are interesting in their quirky Waters-like way, and the portrayals are fine although sometimes overdone. The storyline is similar to the movie ""Grease"", where there is a good group and a bad group. The guy from the bad group, Cry Baby, wow's a girl from the good group. The good girl then joins the bad group but once Cry Baby hurts her -- she falls back to the good group. This just sets up the ending where Cry Baby tries to win her back. Now, one difference that is expected in Water's movies is that the bad group doesn't appear all that bad all the time and the good group acts like they have a pole up their you-know-what. I definitely saw this in Hairspray, as well. The wacky and goofiness isn't really all that much fun in this movie, though and it just leaves us with a feeling like the movie could have been much better. The prime appeal of the Johnny Depp character is that he's able to make one tear roll down his cheek(thus his namesake) at various times and makes the women fall all over the place for him. This is overused and the basic bottom line is that the movie is OK, but not that great.",negative
"1st watched 5/17/2002 - 3 out of 10(Dir-Ewald Andre Dupont): Fairly lame account of the Titanic disaster is the first filmed version of this much-heralded event. The replication of the disaster is not bad, but the drama around it is at some times silly, badly acted and way-too soap opera-like. The story is very much the same as the most recent Oscar-winning one except that we are shown how the crew tried to hide the actual disaster that was occurring until almost too late. Good for nostalgia purposes only and to get a feel for what James Cameron was competing against(barely) in his recreation.",negative
"1st watched 5/26/2002 - 4 out of 10(Dir-Michael Almereyda): Weird story about a druid witch who tries to capture eternity by inheriting her granddaughter's body. At least I think that was the relationship. A kind of eerie quality is held throughout this film not unlike Stephen King's The Shining. The difference is that there was campiness in Nicholson's performance that isn't at all in this film. This is all taken very seriously until near the end when some lame one-liners and attempts at litening up the mood don't work at all. The performances are not the problem here, but the story is. Everything doesn't seem to come together very smoothly and the viewer is left with a lot of pieces of information and no real understanding of what happened in the film. There is a very small throwaway performance by Christopher Walken as the uncle of the granddaughter which, of course, gives him top-billing in an attempt to sell the film. Don't buy into this gimmick and avoid this film.<br /><br />",negative
"1st watched 5/27/2009 - 4 out of 10 (Dir - Harold Young): The 3rd Universal mummy movie is about the same as the first two as far as the final result from the viewer's perspective. The story is similar and the results are ho-hum. This time the story's location is the U.S. as the Egyptian priest's new follower sends a mummy to our country in hopes he can revive him to kill descendants of those who opened the original tomb. This time the mummy is played by Lon Chaney(which doesn't make much of a difference because he's really not asked to do much acting for this character). The new priest becomes a morgue-keeper in the town and sends the mummy out to do his dirty deeds after feeding him the tanna leaf juice. Again, a girl gets in the way, as the priest falls for one of the descendent's fiancé and wants her, yes--- to be immortal with him(haven't we heard this before?). The plan is, of course, thwarted as the townsfolk hunt down the mummy with torches(similar to the Frankenstein monster) and the burning of the creature ends the story...how do they get a sequel?? I guess you'll find out with the next one in the series ?? or not.....",negative
"1st watched 6/18/2009  2 out of 10 (Dir- Pete Riski): Weird psychotic movie about a girl with autism who is being tested in a hospital, the power flickers, and then all hell breaks loose. I'm honestly not sure what the intentions were of the filmmakers on this one. What we get for the next 1 hour and a half(at least it wasn't longer) was a twisted horror/twilight zone/zombiefest/ghost movie that really ended up making no sense at all even to the very end. Initially, after the power goes out, everyone is missing in the hospital except for a small group of misfits including the girl and his father. There is the typical annoying character, a creepy old man, and the typical tough guy similar to many scarefests and, of course, the young girl the main character gets attracted to. Random stuff starts happening at various times like ghosts and monsters appearing, a hinting that time has stopped, and dead people as this small group try to escape whatever they're in. Of course, the autistic girl is the center of everything somehow and I really hate how they used this girl's affliction and insinuated that she was the cause and to place it in a hospital where people are cared for is really lame. We never really find out the answer to what was going onwhich is very strange, so please avoid this dog. Unless you want to be creeped out and confused for one hour and a half this is not for you or any moviegoer. What a waste of timereally!!",negative
1st watched 6/21/2001 - 2 out of 10(Dir-Emmanuel Itier): Pretty much worthless supposed thriller that spends more time drawing us into sexual encounters with and without the star 'Amber Smith.' It tries to wrap a story around the sex scenes but as usual with these types of movies it is not done very well. I was so bored with this movie that I actually fast-forwarded thru the ending to get it over with. The video version I watched was called 'Tell Me No Lies.',negative
"1st watched 6/24/2007 - 4 out of 10(Dir-Stefan Rujowitzky): OK thriller, but a little too predictable. This story is based in Germany, which is also where the movie is made. It is about a young medical student who gets a shot to go to a premiere school in Heidelberg and arrives seeing some strange things occurring. Someone she met on the train there and saved, shows up on the school's experimentation table and she's suspecting foul play right away. She does some investigation and the disappearance of her friend leads her to a secret society called AAA(and no it's not Alcoholics Anonymous) that has something to do with the anti-Hippocratic oath and is used to perform experimentations on live people that doctor's wouldn't normally be able to do. She finds out her grandfather(who was a dean at the school) was a big part of establishing it and it's pretty readily filled by members of the school. It's an interesting story but the problem with this movie is how quickly the audience is told what's going on and then it's kind of a horror movie with the heroine fighting off the bad boy of the group that's taking things to the next psychotic level. Although this movie was made in Europe, it plays to a young American audience with it's focus on gore, sex and the horror film premise(which is really it's big downfall) and explains why it probably made good money and spawned a sequel but doesn't necessarily make for a good movie.",negative
"1st watched 7/19/2003 - 1 out of 10(Dir-Brad Sykes): Ridiculously lame 3D movie which pretty much follows the plots of many 80's teen slasher flicks. Stupid kids go to a known murderous camp site, become hunted by an unknown masked man, and then we try to figure out who, if anyone, is going to live. We really don't care who's behind the mask but even that's not hard to figure out if you've seen any of these kinds of movies. What a waste of a 3D viewer despite somewhat decent 3D effects.",negative
"1st watched 7/29/2001 - 4 out of 10 (Dir-Mark Dindal): Fast-paced, frantic animation effort by Ted Turner's feature animation group plays a lot like tv cartoons and leaves a lot to be desired in the area of likeable characters, but definetly has extremely unlikeable villains. I'm not even sure why the kids would like this movie because there are so many references to old movie stars that kids know very little or nothing about. Mediocre effort at best despite raves on the box comparing it to Disney efforts like Aladdin and Lion King. Don't let this fool you -- there is no comparison in story or quality.",negative
"1st watched 8/26/2001 - 3 out of 10(Dir-Tobe Hooper): Scary, yet sadistic(which makes sense) portrayal of a relative of the Marquis De Sade carrying out the same sadistic acts and enjoying it that supposedly his predecessor did. This Tobe Hooper film really doesn't do a whole lot different than his similar in style Freddy Krueger movies with the same star (Freddy himself - Robert Englund) playing a dual role(the Marquis De Sade and his relative). It is also seems like it wants to really poke at Christianity but then loses that in the end much to my chagrin but leaving an inconsistent feel to the movie. Could have been much worse if excesses were taken in sex and violence, but they try to keep this at a minimal despite some disgusting scenes. My final thought is why would Hooper want to make this movie. It obviously took awhile to actually get distributed, then it has to be advertised gruesomely and with Hooper's name in the title to hopefully make some money on his name and his gore. It's obvious this didn't work.",negative
"1st watched 8/3/2003 - 2 out of 10(Dir-Brad Sykes): Mindless 3-D movie about flesh-eating zombies in a 3 story within a movie chronicle. And yes, we get to see zombies eating human flesh parts in 3D!! Wow, not!! That has been done time and time again in 2D in a zombie movie but what usually makes a zombie movie better is the underlying story not the actual flesh-eating. That's what made the original zombie classics good. The flesh-eating was just thrown in as an extra. We're actually bored throughout most of this 3-part chronicle because of the lame(twilight-zone like) easily understood and slow-pacingly revealed finale's. The last story is actually the story the movie started with(having a reporter investigating a so-called ghost town) and of course we get to see flesh eating zombie's in that one as well. Well, I think I've said enough. Watch the classics, not this 3D bore-feast.",negative
"1st watched 8/7/2004 - 3 out of 10(Dir-Brett Thompson): Silly, juvenile-focused movie about three kids being zapped into their favorite cartoon with their parents experiment. The script left much to be desired in this Hanna-Barbara like rip-off of some Saturday morning 'live-action with people in dinosaur costumes kids show' with some goofy cavemen hanging around. Nothing really to admire about this and nothing much to be said either. I'm just amazed I found this at a Blockbuster video store as bad as it was and the way the stores are ridding themselves of old VHS movies. I guess they couldn't even sell it, so back on the rental rack it went.",negative
"1. The Largest Amount of Money Spent was on the package of hot dogs they put on that guy's stomach, the ones that were supposed to be intestines. 2. Ken Shamrock is in it. 3. Ken Shamrock gets destroyed. (he doesn't die which is sad.) 4. It leaves you wanting more... aspirin. 5. The makers of the film are the kind of people who don't care what their monster looks like. ""Just give him a $30 mask."" ""Good enough for me."" 6. The Scarecrow RUNS A CHICK OVER. AWESOME. 7. The film-makers don't actually make their actors sing or play the guitar. 8. The Scarecrow uses a volleyball pole as a javelin and impales the dude who doesn't actually play the guitar or sing. 9. The Scarecrow can choke a dude in like 3 seconds. 10. It makes you actually think of all these things and write them down for other people. god what am i doing.",negative
"1 thing. this movie sucks BIG TIME..i was into singaporean comedy when Chiken Rice war came along. But, this time, even Gurmit Singh (well-done) acting cant pull this one of. A total failure of following HK's Shaolin Soccer. Next time: do ur own thing!",negative
"#1 Vampires vs. Humans<br /><br />#2 Military-reject roughneck squad as first responders to dangerous, unknown Vampire incursions.<br /><br />#3 Sexy female Vampire on the side of the ""good guys"".<br /><br />#4 Plenty of gore and action.<br /><br />There are four (4) major plot devices that may help you decide if you want to watch this movie. If you want all four, then the next plot device may not deter you...<br /><br />#5 In outer space.<br /><br />That last one almost got me too, but I'm glad I watched. In a pile of terrible direct-to-video horror that is the Sci-Fi channel Halloween marathon... this movie is a breath of fresh air. It will stand-up against any of the other Sci-Fi channel offerings, and even against the other Vampire movie Natassia starred in (who keeps giving Uwe Boll money?).",negative
"2001 is one of those movies where, if you don't like it, you are told that you don't 'get it' and need to look at the deeper meaning and symbolism. You're told that you clearly have a slow attention span, and just want to see sex, explosions, and have the plot handed to you on a platter.<br /><br />Let's break down the movie shall we? Three minutes of blackness, with something that sounds like a dying hippo in the background. Then we get the opening credits. A minute of fascinating shots of the Savannah. Then a bunch of monkeys find a black rock and start killing things with bones. Cut to the first of many 20-minute shots of ships doing things while the 'Blue Danube' plays in the background. A bunch of pointless dialogue, and a group of moon scientists find another monolith.<br /><br />Cut to a spaceship that's too long for the crew complement--three sleeping people, two people named Dave and Frank, who have only slightly more personality than the stiffs in hibernation. And then there's HAL, the 'perfect' supercomputer who runs the ship. Predictably, he snaps and starts breaking the First Law of Robotics. Now this is something that has potential. An evil, coldly ruthless super-mind who controls the surrounding environment and can predict your every move. And what does he do? He lets one guy float into space and turns off the hibernation machines so the three sleeping guys die, leaving Dave floating in a pod. He simply uses the airlock, puts on a spacesuit, and turns HAL off--agonizingly slowly. Then, apparently, there's some psychedelic 'evolution' at Jupiter.<br /><br />Here's the movie with the pauses taken out: Apes see monolith, kill things. Scientists find moon monolith. HAL kills people. HAL dies; Dave gets a prerecorded message, and evolves at Jupiter.<br /><br />This is not me 'not getting it.' This is me being bored to tears by long stretches of absolutely nothing. Sure, it's realistic, but I find I have no reason to care. No matter the message, no movie can be good without being entertaining. Frankly, every character could be replaced with Keanu Reeves, and nothing would change.",negative
2001 wasn't perhaps Eric Roberts best year. Both Raptor and this came out. Watched Raptor a while ago and really thought it sucked and being Erics worst. But that had it´s share moment of fun and D-standard. This one doesn't have a thing.<br /><br />Tommy Lee Thomas is the name of the probably worst actor in these days. The story lacks any punch and the whole thing feels even slower than a snail breaking in curves.<br /><br />The two thing that stands out are Martin Kove and Eric Roberts. You could argue about their effort being good or what but compared to the rest they are above all criticism.<br /><br />I say thank you Roberts see you next time (and hopefully a better one).,negative
"2002's undeservedly popular ""I Love the 80's"" is an inane, idiotic, offensive and downright disgusting pop-culture mess of a show that was the first in a long-line of horrid television programming that ultimately spelled out the end of VH1, which was at one time the only real music-oriented channel left on TV! I used to practically live on VH1 up until the spring or winter, I forget which one now, of 2002 when garbage like this started to appear for absolutely no reason whatsoever. Out of sheer morbid curiosity (I'd guess that's what you'd call it) I had decided that I would go ahead and give it a look-see anyhow the first night it came on even though the advertisements looked like complete crap. At least I can honestly say that I wasn't a bit disappointed by it because my expectations were obviously bottom basement-level to begin with. The emphasis of this show I found out within the first 5 minutes was less on each year of the 1980's and what was and wasn't culturally significant or popular (which is what I was expecting to see), but instead more of an impromptu platform for a whole slew of really god-awful no-name comedians to display what they more than likely think is their comedic skills *rolls eyes*...more like lack-thereof if you ask me! It's pretty easy now to see why no one had ever heard of any of these idiots before they appeared on this show because they are all so terribly unfunny and pathetic in their attempts at so-called ""humor"" that I swear I could feel my intestines knot up with each and every rancid one-liner they shot off one after another! Altogether, I have no problem in saying that ""I Love the 80's"" was/is trash of the lowest denominator, and one of the main reasons why I almost never watch VH1 anymore.",negative
"2005 gave us the very decent ""gore porn"" flick Hostel, and 2006 gave us Live Feed; a not so decent rip-off of Hostel. Live Feed follows pretty much the same formula as Eli Roth's earlier film, except this time the dumb kids are in Asia rather than central Europe. The plot focuses on these dumb kids, and one of them has annoyed one of the locals so they find themselves in trouble. The locals decide to lock them all in a theatre, and kill them. Despite the fact that I'd heard some less than favourable things about this film before seeing it, I still hoped that it might be at least half decent because director Ryan Nicholson previously made the very decent 45 minute rape and revenge film 'Torched', but this film falls down simply because most of it is either ridiculous or boring. The film is obviously trying to hark back to the good old days of Grindhouse cinema (which Hostel did, successfully), but it really doesn't come off. Surprisingly, considering Nicholson's previous work in special effects - not even the gore is impressive...although it is a lot better than the acting! There's not much else I can say about this film...it's bad and not in a good way. Avoid it!",negative
"20 people rated this a 10! That ballot box was stuffed better than a Christmas turkey! Speaking of turkey's, here's a traditional story hoping to piggy-back on the current poker craze - without success. Told entirely in linear flashback, and when I say ""told"" I mean TALKED TO DEATH, this film never let's a picture suffice when words can be used to exposit.<br /><br />Stu Unger's childhood fascination with cards and his associations with hoodlums might sound like interesting movie material, but the director manages to suck the life out of them. At no point did I feel the least bit of sympathy for Unger, a genius at cards who threw it all away on other forms of gambling at which he was not so proficient. Of course, this leads, as we wade through THREE musical montages, to the inevitable downward spiral of drugs, loss of family, and finally his redemption (sort of). Big yawn!",negative
"20th Century Fox's ROAD HOUSE 1948) is not only quite a silly noir but is an implausible unmitigated bore of a movie. Full of unconvincing cardboard characters it is blandly written by Edward Chodorov, who also produced, and is surprisingly directed by Jean Negulesco from whom one would expect a great deal more. Miscast is Ida Lupino in the leading role! Lupino, a lady who was capable of exuding about as much sex appeal as a blood orange, is here under the illusion she is Rita Hayworth playing the part of a sexy bar-room Torch Singer. Handsome Cornel Wilde as her lover is as wooden as usual and totally wasted is the talented Celeste Holm who's role is little more than a bit part. Then we have Richard Widmark who has the most ludicrously written part in the picture! When we first see him he is a nice O.K. guy who runs a thriving Road House. Then suddenly - and for reasons that are not sufficiently made clear - he becomes insanely jealous of his manager (Wilde) when the latter tells him that he is about to marry Lupino. You see Widmark wanted to marry her himself but - 1) He never proposed to her - 2) They never had a relationship (they don't even have anything that resembles a love scene together) and - 3)without telling anyone (including Lupino) he has obtained a marriage license. Wow! So how Widmark was to achieve something like wedded bliss with Lupino after such a ""courtship"" is anybody's quess. Huh? Well, when Widmark goes to pieces over the whole affair so also does the movie I am sorry to say. From here on the Widmark character turns unintentionally comical! His losing his marbles so early in the proceedings is totally implausible and unconvincing. He finally goes over the edge, becomes completely deranged and with a few Tommy Udo sniggers, he laughably goes gunning for poor Cornel Wilde before biting the dust himself.<br /><br />And if that isn't enough of a mess of a movie for you - the picture is also marred with a constant use of studio sets and indoor exteriors. There's not a single outdoor shot in the entire movie! Added to this - 95% of the film takes place at night.<br /><br />Besides an interactive press book and a photo gallery the extras also includes a featurette ""Widmark & Lupino At Fox"". Whatever prompted such a documentary is beyond me! As far as I know they were never before together in a movie at Fox or anywhere else! However this featurette is hosted by such heavy hitter know-alls as Robert Osborne, Eddie Muller, Rudy Belhmer and a few others who amazingly heap praise on this wearisome and cringe - inducing affair. All I can say then it must be me I guess. But ""Road House"" up to now was a forgotten and buried Noir and as far as I am concerned it should have remained so.<br /><br />Fox would do better if they issued DVDs of superior and thus far elusive Widmark movies like ""Down To The Sea In Ships"" (1949) and the colourful ""Red Skies Of Montana"" (1952).",negative
"20 years ago Dr Chopper(yes, he is driving a chopper as well as chopping people up) disappeared when the police found dead bodies at his clinic. Since then people have been disappearing around Lake Tanoka(or something) and dead bodies/parts of bodies has been found all over the place. Turns out Dr Chopper needs body parts to stay alive and has been taking them from strangers, like pair of lesbians and 5 sorority girls on their initiation(you get the picture) traveling through Lake Tanoka. When a bunch of teenagers decide to go camping they are bound to clash with the doctor.....<br /><br />Well, if you wanna waste some time this is the right choice. Acting varies from really bad to mediocre with the girls tripping and falling all the time for no apparent reason. Every chance of showing skin is taken but without actually showing anything at all. The same goes for the special effects who are pretty pathetic with every slash filmed in an angle so you cant see it but there are a lot of body parts in the movie all drenched in blood(probably to cover up how sad they really look ). The plot is pretty faulty and dialog rather sad. Only time I laughed was when Dr Chopper said: ""Howdy!"" when trying to be scary. Don't watch this one if your not a hack'n'slash freak. Even then I would recommend you to watch something better.",negative
"210 minute version (extremely hardcore, or so I hear) or the R-rated version released into theaters? Both are terribly awful, of course. Peter O'Toole and Malcolm McDowell have both claimed they wish they had never made this film (the latter of the two men reported this in an IMDb interview!), and I can see why. Nothing but a nonsensical mess of softcore porn and a half-hearted attempt at a plot.<br /><br />Not much of anything here, other than cheap tricks and stupid scenes. I liked what McDowell himself said about the film: ""It was like one moment I'd be staring, admiring my mule or something, and the next scene would be two lesbians going at it.""<br /><br />How true.<br /><br />What an awful movie.<br /><br />1/5 stars.",negative
